Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dwDbOAI/view"", ""Cencosud - Makro OCI on GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000N4mdsIAB/view"", ""Cencosud - Recommit Q1 2026 #microsoft"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PLhWKAW/view"", ""ER-461302"")",MCO,Chile,Migrate Modernize and Build,4.1: Pre Ramp / Mobilize,2026-09-01,2027-09-30,"384,083.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dw2POAQ/view"", ""Asistente de Agendamiento"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),AI/ML,3:  Proposal / Negotiation,2026-01-26,2026-07-22,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tNaEOAU/view"", ""Tenpo - Datalake growth"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J8anyIAB/view"", ""Tenpo Enterprise Agreement 3 Yrs  - Axmos (Azure Migration + Workspace) #DMTOOLKIT"")",,Corporate,MCO CORP SUR,Analytics,4.3: Migrated/Implemented,2026-04-01,2026-05-07,"130,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMFQdQAO/view"", ""Grupo Breca"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tN77OAE/view"", ""Centria/Rimac - Automatización de formatos de liquidación"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ9ZiIAL/view"", ""CENTRIA SERVICIOS ADMINISTRATIVOS S.A.C. /  $ 25,000,000 TCV / 6 YRS"")",,MCO,EM (PE/EC),Migrate Modernize and Build,4.3: Migrated/Implemented,2025-12-23,2026-01-05,"158,360.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hYrRCQA0/view"", ""Grupo Ramos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tN3FOAU/view"", ""Grupo Ramos Data center Optimization+ VM Migration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Lie8yIAB/view"", ""Grupo Ramos SA/$1.7M TCV/3 YR"")","ER-444952, ER-444305, ER-447438",Corporate,MCO CORP CCA,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-01,2026-08-15,"300,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009duolOAA/view"", ""CCA Vertex AI para desarrollo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NftrQIAR/view"", ""CCA Iniciativas AI"")",,Corporate,MCO CORP SUR,Build with AI,0-2: Tech Eval/Solution Dev,2026-09-09,2026-11-25,"105,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dumgOAA/view"", ""Seguridad ambiente productivo CCA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Nfs0eIAB/view"", ""CCA Seguridad ambientes productivos"")",,Corporate,MCO CORP SUR,Security,0-2: Tech Eval/Solution Dev,2026-11-19,2027-03-18,"85,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009dunOOAQ/view"", ""Data Analytics CCA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NfshjIAB/view"", ""CCA Data Analytics"")",,Corporate,MCO CORP SUR,Analytics,0-2: Tech Eval/Solution Dev,2026-09-02,2026-11-25,"65,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001huogrQAA/view"", ""Almacenes Exito S.A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082K8xOAE/view"", ""OCR Grupo Exito"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000NOFZNIA5/view"", ""Grupo Exito OCR #Vertex #Digitalización de facturas con IA"")",,MCO,Colombia,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-05-29,2026-07-13,"6,468.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhld1QAA/view"", ""Ti Red Spa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009duXmOAI/view"", ""[RedSalud] Infra - GCVE ve1 additional node"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bdxcAQAQ/view"", ""Ti Red Spa / $20.5M TCV / 8YR #LAM"")",,MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-12-09,2026-01-28,"37,176.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ofafOAA/view"", ""[CCLA] - FlexCube Migration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-11-02,2026-01-21,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ofVGOAY/view"", ""[CCLA] - POC Migration DataBricks"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-11-03,2026-03-01,"114,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMxFUQA0/view"", ""Mudango"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tKspOAE/view"", ""Incremental Revenue Axmos"")",,,Corporate,MCO CORP SUR,,4.3: Migrated/Implemented,2025-08-20,2025-09-01,"24,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009odqgOAA/view"", ""[CCLA] - DM - AlloyDB as Staging Layer in Data Lake Architecture"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tkVyKAI/view"", ""ER-442710"")",MCO,Chile,Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-10-31,2025-11-28,"22,600.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiqrTQAQ/view"", ""Intercorp Peru Ltd."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tHz8OAE/view"", ""Financiera OH - Oracle DB Migration to AlloyDB #GOLD"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000clqp4QAA/view"", ""Financiera OH - Oracle DB Migration  to AlloyDB #GOLD"")","ER-506512, ER-471043",MCO,EM (PE/EC),Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-11-15,2026-11-16,"142,431.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhld1QAA/view"", ""Ti Red Spa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tEq9OAE/view"", ""[Red Salud] DR Agfa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bdxcAQAQ/view"", ""Ti Red Spa / $20.5M TCV / 8YR #LAM"")",,MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-11-24,2026-08-10,"92,354.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhld1QAA/view"", ""Ti Red Spa"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oaUrOAI/view"", ""[Redsalud] - Data Governance Inventario"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bdxcAQAQ/view"", ""Ti Red Spa / $20.5M TCV / 8YR #LAM"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-09-01,2026-02-11,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hob0eQAA/view"", ""SIMPLEE CORREDORES DE SEGUROS SPA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oZLKOA2/view"", ""Simplee - Migracion AWS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LhvMOIAZ/view"", ""Simplee - AWS Migration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000HHXYKA4/view"", ""ER-413211"")",Corporate,MCO CORP SUR,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-12-01,2025-12-18,1.00
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001huogrQAA/view"", ""Almacenes Exito S.A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MbRaOAK/view"", ""GDC SW Only PAYGO"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KP9TaIAL/view"", ""Grupo Exito - App Transformation and Modernization  #GDC"")","ER-427068, ER-427566",MCO,Colombia,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-03-12,2026-07-30,"27,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M0000202KgkQAE/view"", ""KOBA Colombia SAS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tCMGOA2/view"", ""Analítica D1: Cambio data bricks"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JLh4UIAT/view"", ""KOBA Colombia SAS/ $1,546,000 TCV/3 YR"")",,MCO,Colombia,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-05-27,2026-08-31,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082FpIOAU/view"", ""Cencosud - OCI to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBdIAN/view"", ""Cencosud S.A./ $11M TCV/5YRS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000thyiKAA/view"", ""ER-436369"")",MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2025-09-29,2026-11-30,"739,990.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tCFjOAM/view"", ""Security Command Center Enterprise - Subscription"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBdIAN/view"", ""Cencosud S.A./ $11M TCV/5YRS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000004R0FKAU/view"", ""ER-504593"")",MCO,Chile,Security,4.3: Migrated/Implemented,2025-08-04,2025-08-04,"66,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001httsZQAQ/view"", ""GTD Grupo Teleductos S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oYqHOAU/view"", ""Agentspace 200 seats"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JfQ5RIAV/view"", ""GTD - Agentspace #500 seats"")",,MCO,Chile,Build with AI,4.3: Migrated/Implemented,2025-08-07,2025-09-01,"47,998.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001suPUmQAM/view"", ""Ripley Corp S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tBW9OAM/view"", ""Banco Ripley [Chile] -> Migración to GCE from vmware #MMB"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cmVvcQAE/view"", ""Comercial ECCSA S.A/ $27M TCV/5YRS"")",,MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-05-04,2027-02-28,"700,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001suPUmQAM/view"", ""Ripley Corp S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009tBWTOA2/view"", ""Banco Ripley [Perú] -> Migración vmware to GCE #MMB"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cmVvcQAE/view"", ""Comercial ECCSA S.A/ $27M TCV/5YRS"")","ER-436370, ER-451228",MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-05-11,2027-07-31,"700,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiqrTQAQ/view"", ""Intercorp Peru Ltd."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006Mb55OAC/view"", ""SIP - Agora migration and launch for finance"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KhdhEIAR/view"", ""Financiera Oh Agora Migration (Finance)"")",,MCO,EM (PE/EC),Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-20,2026-09-01,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oXOvOAM/view"", ""Tenpo SPA - Veo 3"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LiAaxIAF/view"", ""Tenpo SpA#GCP#Veo 3"")",,Corporate,MCO CORP SUR,Build with AI,4.3: Migrated/Implemented,2025-07-11,2025-08-29,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hunVBQAY/view"", ""GRUPO BOLIVAR S A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MaT6OAK/view"", ""Seguros Bolivar - Asistente Indemnizaciones"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KhY5iIAF/view"", ""SEGUROS BOLIVAR - ASISTENTE INDEMNIZACIONES - 100K USD ACV #LLM"")","ER-477335, ER-402272",MCO,Colombia,Build with AI,4.2: Ramping / Deliver,2026-02-27,2026-05-29,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hd6LDQAY/view"", ""TERPEL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MaNNOA0/view"", ""Terpel - DB Migration program - SQL Server to CloudSQL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KhXEUIA3/view"", ""Terpel DB Migration program - SQL Server to CloudSQL"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000PSoaKAG/view"", ""ER-477345"")",MCO,Colombia,Migrate and Modernize Databases,3:  Proposal / Negotiation,2026-08-28,2026-11-18,"135,405.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hMkjlQAC/view"", ""Asociacion Chilena de Seguridad"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t8ciOAA/view"", ""[ACHS] GCVE Recommit - VE2 Nodes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bzKv7QAE/view"", ""[ACHS] - $ 2.2M TCV | 5 YRS"")",,MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-10-10,2025-10-13,"84,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oWeTOAU/view"", ""Tenpo -  SCC Premium"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000LhzarIAB/view"", ""Tenpo B2C#GCP#Cloud Identity Migration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000001189WKAQ/view"", ""ER-395703"")",Corporate,MCO CORP SUR,Security,4.3: Migrated/Implemented,2026-03-10,2026-04-29,"25,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001httsZQAQ/view"", ""GTD Grupo Teleductos S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006Ma9VOAS/view"", ""[GTD] - AI Tender Analysis con Axmos #Agentspace"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000M2hHsIAJ/view"", ""GTD - AI Tender Analysis"")",,MCO,Chile,Build with AI,4.3: Migrated/Implemented,2025-11-03,2026-03-09,"5,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001suPUmQAM/view"", ""Ripley Corp S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oWWKOA2/view"", ""[Ripley Retail] - DM - Oracle and SQL Server #Database Modernization"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cmVvcQAE/view"", ""Comercial ECCSA S.A/ $27M TCV/5YRS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tukoKAA/view"", ""ER-467625"")",MCO,Chile,Migrate and Modernize Databases,3:  Proposal / Negotiation,2026-09-01,2027-09-01,"601,690.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oVcWOAU/view"", ""[CCLA] - Nicanor MIgration"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")",,MCO,Chile,Analytics,4.2: Ramping / Deliver,2026-02-02,2026-12-31,"280,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oVcbOAE/view"", ""[CCLA] - Cortex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2026-01-23,2026-02-27,"67,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kQ3EKQA0/view"", ""Caja de Compensacion de Asignacion Familiar Los Heroes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t5I3OAI/view"", ""[CCLH] - Infra - Alfresco to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000c0EGVQA2/view"", ""Caja Los Heroes - Move to Cloud GCP"")",,MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-07-01,2025-08-20,"90,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001httsZQAQ/view"", ""GTD Grupo Teleductos S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082D61OAE/view"", ""GTD - Filestore"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000crl2cQAA/view"", ""GTD Commit FY25"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000kL5UKAU/view"", ""ER-385004"")",MCO,Chile,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-06-10,2025-08-25,"100,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuQPQAY/view"", ""AD Retail S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MYmaOAG/view"", ""[abc] - Replenishment and Forecasting models in GCP w/Option"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9PECIA3/view"", ""ABC - Commit 2024"")",,MCO,Chile,Build with AI,4.3: Migrated/Implemented,2025-07-21,2025-09-30,"6,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M0000202KgkQAE/view"", ""KOBA Colombia SAS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t1q7OAA/view"", ""Infra D1: Cambio y optimizacion AWS y Claro"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JLh4UIAT/view"", ""KOBA Colombia SAS/ $1,546,000 TCV/3 YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000tCkzKAE/view"", ""ER-365050"")",MCO,Colombia,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-01,2026-08-31,"158,175.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hulsXQAQ/view"", ""EMPRESA DE TELECOMUNICACIONES DE BOGOTA S A ESP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oRJpOAM/view"", ""ETB - IaaS Gov Stack"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Jf3JSIAZ/view"", ""ETB - Infrastructure Migration & Workspace takeover Standard"")",,Corporate,MCO CORP NORTE,Migrate Modernize and Build,4.3: Migrated/Implemented,2026-03-15,2026-04-30,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082BViOAM/view"", ""Cencosud Windows Licenses"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBdIAN/view"", ""Cencosud S.A./ $11M TCV/5YRS"")",,MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2025-08-30,2026-11-30,"124,560.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPMWQA4/view"", ""Cencosud S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009t11iOAA/view"", ""Cencosud - Oracle on GCE #ORACLE WL #Q3RevAcc"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JaIBdIAN/view"", ""Cencosud S.A./ $11M TCV/5YRS"")","ER-442691, ER-467911",MCO,Chile,Migrate Modernize and Build,4.2: Ramping / Deliver,2025-08-01,2026-08-31,"526,747.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001humZsQAI/view"", ""Triple A S.A. E.S.P."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009sz5yOAA/view"", ""migración infra -GCVE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZXjSIAX/view"", ""TripleA_DCexit_GCVE-IP4G"")","ER-388841, ER-367042, ER-384505",Corporate,MCO CORP NORTE,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-08-24,2026-08-28,"500,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuPqQAI/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000000GqAVOA0/view"", ""[CCLA] - DA - Migration critical Reports and ETL - Milestones 5 to 8"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000ceX3EQAU/view"", ""Caja de Compensacion de Asignacion Familiar de los Andes / $10,974,000 TCV / 3 YR"")",,MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-06-03,2025-10-30,"636,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001huogrQAA/view"", ""Almacenes Exito S.A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009sxsfOAA/view"", ""Almacenes Exito AlloyDB SIRE"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KZ8mCIAT/view"", ""Almacenes Exito AlloyDB SIRE"")",,MCO,Colombia,Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-05-01,2025-06-09,"96,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n5tAjQAI/view"", ""Fundacion Arturo Lopez Perez"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000000GokgOAC/view"", ""[FALP] - Infra - GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000MMNiBIAX/view"", ""Infra GCP"")",,MCO,Chile,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-11-27,2027-04-23,"112,000.00"
