Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hanIwQAI/view"", ""Sicredi Participacoes S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009oRYkOAM/view"", ""[Sicredi] #Gemini Enterprise Plus | 3K Seats (Big Dream)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KOw14IAD/view"", ""[Sicredi] #Gemini Enterprise Plus | 3k seats (Big Bet)"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf00000110yDKAQ/view"", ""ER-377901"")",Corporate,BR CORP,Build with AI,3:  Proposal / Negotiation,2026-09-30,2026-10-30,"970,200.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000000Gpz8OAC/view"", ""Amer | Pgr Dados | NovoLake - outbound"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011L8MKAU/view"", ""ER-429071"")",Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2024-12-01,2024-12-31,1.00
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hcHTEQA2/view"", ""CIA LATINO AMERICANA DE MEDICAMENTOS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000829YQOAY/view"", ""Analytics"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JafJlIAJ/view"", ""[CES AI]CLAMED - Flex -Under Review"")",,Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-06-26,2025-10-13,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hcHTEQA2/view"", ""CIA LATINO AMERICANA DE MEDICAMENTOS"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000829YpOAI/view"", ""Agent Space"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JafJlIAJ/view"", ""[CES AI]CLAMED - Flex -Under Review"")",,Brazil,Retail & CPG,Build with AI,3:  Proposal / Negotiation,2026-07-31,2026-11-30,"25,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006ABldOAG/view"", ""Amer | Pgr Dados | PCP Crédito | Aidda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011L87KAE/view"", ""ER-429067"")",Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-10-20,2026-03-01,"12,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006ABljOAG/view"", ""Amer | Pgr Dados | PCP - HubDeClientes | Aidda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011L8HKAU/view"", ""ER-429069"")",Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-06-23,2025-12-15,"10,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006ABliOAG/view"", ""Amer | Pgr Dados | PCP - Loyalty | Aidda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011L8CKAU/view"", ""ER-429068"")",Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-10-13,2026-03-01,"5,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUmWOAW/view"", ""Amer | Pgr Dados | NovoLake - Comercial  #hvar"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")",,Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-08-25,2025-09-29,"30,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUGBOA4/view"", ""Amer | Pgr Dados | Digital - DataHub Integracao #hvar"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011EGiKAM/view"", ""ER-411737"")",Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-07-28,2025-10-31,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUGGOA4/view"", ""Amer | Pgr Dados | Risco Ame | #hvar"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")",,Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-06-30,2025-09-29,"40,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUG6OAO/view"", ""Amer | Pgr Dados | PCP - Serviços/DS | Aidda"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")",,Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-07-01,2025-12-30,"16,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001qqD1qQAE/view"", ""OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS - ONR"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009stb1OAA/view"", ""SREI_ONR #Q3RevAcc"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KYNpiIAH/view"", ""SREI_ONR"")","ER-388423, ER-391538",Corporate,BR CORP,Migrate Modernize and Build,4.2: Ramping / Deliver,2025-08-11,2026-11-30,"360,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hKHC9QAO/view"", ""Ri Happy Brinquedos S/A"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A96xOAC/view"", ""Ri Happy Dataplex"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000c0IFPQA2/view"", ""Ri Happy Brinquedos S/A / $1.5M TCV / 3YR #SAP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf0000011L79KAE/view"", ""ER-429051"")",Brazil,Retail & CPG,Analytics,4.3: Migrated/Implemented,2025-05-29,2025-09-04,"12,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001n6bFlQAI/view"", ""Americanas S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000827IVOAY/view"", ""Cloud Foundation #retention #retenção"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bEtF4QAK/view"", ""Americanas S.A. -  $0.00 TCV / 4YR"")",,Brazil,Retail & CPG,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-03-03,2025-08-01,-1.00
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hWV5WQAW/view"", ""Grupo Casas Bahia S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A8f3OAC/view"", ""Via-BlackFriday #BlackFriday"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bXnP0QAK/view"", ""VIA S.A. / $30M TCV / 5YR"")",,Brazil,Retail & CPG,Build with AI,4.3: Migrated/Implemented,2025-11-01,2025-11-30,"5,000.00"
